all_data	field_site	chimp_group	subject	 subject_no	subject_sex	subject_age	subject_age_class	subject_dob	subject_rank	caregiver_no	date_survey	year_survey	general_risk	food_risk	snake_risk	escape_risk	hierarchy_risk	strangers_risk	total_risk	ranking_risk
598	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver14	06.01.20	2020	3	2	1	2	2	2	2	12
599	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver14	06.01.20	2020	3	4	1	2	2	3	2.5	12
600	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver14	06.01.20	2020	3	3	1	3	2	2	2.333333333	15
601	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver14	06.01.20	2020	4	3	1	4	4	2	3	17
602	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver14	06.01.20	2020	3	4	1	2	2	2	2.333333333	13
603	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver15	12.02.20	2020	2	4	4	0	4	4	3	12
604	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver15	12.02.20	2020	4	4	4	4	4	4	4	14
605	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver15	12.02.20	2020	4	4	4	4	4	2	3.666666667	11
606	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver15	12.02.20	2020	2	4	4	4	4	4	3.666666667	18
607	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver15	12.02.20	2020	4	4	2	4	4	4	3.666666667	15
608	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver15	12.02.20	2020	4	4	4	4	3	4	3.833333333	9
609	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver15	12.02.20	2020	4	4	3	1	4	3	3.166666667	7
610	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver15	12.02.20	2020	2	3	4	0	4	3	2.666666667	5
611	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver15	12.02.20	2020	0	2	4	2	4	4	2.666666667	8
612	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver15	12.02.20	2020	4	0	4	4	0	4	2.666666667	13
613	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver15	12.02.20	2020	2	4	4	4	4	4	3.666666667	1
614	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver15	12.02.20	2020	2	4	4	4	4	4	3.666666667	9
615	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver15	12.02.20	2020	4	4	2	4	4	4	3.666666667	15
616	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver15	12.02.20	2020	3	4	4	3	4	3	3.5	6
617	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver15	12.02.20	2020	0	0	1	2	4	4	1.833333333	4
618	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver15	12.02.20	2020	3	4	4	4	3	4	3.666666667	10
619	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver15	12.02.20	2020	2	0	2	0	4	4	2	6
620	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver15	12.02.20	2020	0	3	4	1	4	2	2.333333333	2
621	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver15	12.02.20	2020	4	4	3	4	4	4	3.833333333	14
622	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver15	12.02.20	2020	4	4	3	3	4	4	3.666666667	8
623	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver15	12.02.20	2020	4	2	4	4	2	4	3.333333333	12
624	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver15	12.02.20	2020	2	0	4	0	2	4	2	1
625	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver15	12.02.20	2020	4	4	2	4	4	4	3.666666667	13
626	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver15	12.02.20	2020	4	4	4	0	4	4	3.333333333	17
627	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver15	12.02.20	2020	4	4	4	4	3	4	3.833333333	16
628	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver15	12.02.20	2020	0	0	1	0	3	0	0.666666667	5
629	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver15	12.02.20	2020	4	4	4	3	4	4	3.833333333	19
630	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver15	12.02.20	2020	2	0	4	4	0	4	2.333333333	11
631	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver15	12.02.20	2020	3	4	4	3	4	4	3.666666667	4
632	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver15	12.02.20	2020	4	4	2	4	4	4	3.666666667	20
633	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver15	12.02.20	2020	2	4	4	0	2	0	2	7
634	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver15	12.02.20	2020	1	2	4	4	4	4	3.166666667	10
635	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver15	12.02.20	2020	4	0	4	0	4	4	2.666666667	17
636	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver15	12.02.20	2020	4	4	4	4	3	4	3.833333333	2
637	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver15	12.02.20	2020	4	4	4	3	4	4	3.833333333	16
638	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver15	12.02.20	2020	4	4	3	4	4	2	3.5	3
639	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver15	12.02.20	2020	2	0	4	4	4	2	2.666666667	3
640	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver16	06.01.20	2020	2	3	2	2	3	3	2.5	6
641	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver16	06.01.20	2020	4	3	2	4	4	3	3.333333333	20
642	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver16	06.01.20	2020	3	3	2	4	3	3	3	13
643	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver16	06.01.20	2020	3	2	1	3	3	2	2.333333333	16
644	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver16	06.01.20	2020	2	3	2	1	4	3	2.5	12
645	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver16	06.01.20	2020	3	3	2	4	2	4	3	9
646	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver16	06.01.20	2020	1	3	0	0	2	3	1.5	4
647	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver16	06.01.20	2020	1	1	1	0	0	2	0.833333333	2
648	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver16	06.01.20	2020	2	2	1	2	2	3	2	7
649	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver16	06.01.20	2020	0	1	0	1	1	1	0.666666667	1
650	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver16	06.01.20	2020	2	3	1	2	3	2	2.166666667	10
651	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver16	06.01.20	2020	2	2	3	3	3	2	2.5	17
652	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver16	06.01.20	2020	3	3	2	3	4	2	2.833333333	18
653	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver16	06.01.20	2020	3	3	2	1	2	2	2.166666667	5
654	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver16	06.01.20	2020	0	1	0	1	0	3	0.833333333	1
655	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver16	06.01.20	2020	2	3	1	1	3	2	2	8
656	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver16	06.01.20	2020	2	2	1	2	3	2	2	11
657	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver16	06.01.20	2020	2	2	3	2	1	3	2.166666667	4
658	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver16	06.01.20	2020	2	3	2	3	3	2	2.5	15
659	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver16	06.01.20	2020	1	2	1	1	1	4	1.666666667	3
660	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver16	06.01.20	2020	3	3	2	4	4	2	3	19
661	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver16	06.01.20	2020	3	2	2	2	3	3	2.5	10
662	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver16	06.01.20	2020	2	3	2	3	3	2	2.5	15
663	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver16	06.01.20	2020	3	3	2	2	4	4	3	17
664	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver16	06.01.20	2020	3	2	1	1	3	2	2	14
665	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver16	06.01.20	2020	2	2	0	0	1	3	1.333333333	2
666	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver16	06.01.20	2020	1	1	0	1	2	1	1	3
667	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver16	06.01.20	2020	2	2	1	1	3	2	1.833333333	7
668	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver16	06.01.20	2020	3	2	3	1	4	2	2.5	16
669	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver16	06.01.20	2020	3	3	1	2	2	3	2.333333333	12
670	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver16	06.01.20	2020	2	2	3	2	2	4	2.5	5
671	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver16	06.01.20	2020	2	2	1	2	1	3	1.833333333	8
672	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver16	06.01.20	2020	1	1	0	0	2	2	1	6
673	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver16	06.01.20	2020	2	3	1	1	3	3	2.166666667	11
674	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver16	06.01.20	2020	4	2	2	4	3	2	2.833333333	14
675	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver16	06.01.20	2020	2	3	1	4	3	2	2.5	13
676	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver16	06.01.20	2020	2	2	1	3	2	3	2.166666667	9
677	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver17	01.02.20	2020	4	4	3	1	0	4	2.666666667	16
678	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver17	01.02.20	2020	2	4	1	4	4	0	2.5	17
679	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver17	01.02.20	2020	4	4	2	4	2	2	3	18
680	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver17	01.02.20	2020	4	4	2	4	3	4	3.5	15
681	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver17	01.02.20	2020	NA	3	0	3	4	4	2.8	13
682	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver17	01.02.20	2020	3	2	1	3	0	2	1.833333333	8
683	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver17	01.02.20	2020	3	4	0	0	1	0	1.333333333	6
684	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver17	01.02.20	2020	1	1	0	0	0	1	0.5	7
685	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver17	01.02.20	2020	2	2	1	1	0	3	1.5	6
686	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver17	01.02.20	2020	0	0	0	3	0	4	1.166666667	3
687	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver17	01.02.20	2020	4	3	0	3	2	3	2.5	15
688	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver17	01.02.20	2020	4	3	0	4	3	4	3	5
689	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver17	01.02.20	2020	3	4	1	3	4	4	3.166666667	13
690	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver17	01.02.20	2020	2	1	0	0	0	2	0.833333333	4
691	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver17	01.02.20	2020	0	3	0	2	3	1	1.5	7
692	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver17	01.02.20	2020	4	4	0	3	2	3	2.666666667	17
693	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver17	01.02.20	2020	0	3	1	0	3	4	1.833333333	11
694	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver17	01.02.20	2020	4	3	2	0	0	0	1.5	3
695	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver17	01.02.20	2020	4	2	0	0	0	4	1.666666667	10
696	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver17	01.02.20	2020	3	4	0	0	0	2	1.5	5
697	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver17	01.02.20	2020	4	4	0	0	4	4	2.666666667	19
698	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver17	01.02.20	2020	0	4	0	0	1	4	1.5	12
699	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver17	01.02.20	2020	3	4	2	3	2	1	2.5	2
700	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver17	01.02.20	2020	4	4	1	1	3	4	2.833333333	14
701	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver17	01.02.20	2020	2	4	2	1	0	3	2	20
702	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver17	01.02.20	2020	2	1	0	0	1	0	0.666666667	8
703	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver17	01.02.20	2020	0	0	4	1	0	4	1.5	14
704	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver17	01.02.20	2020	3	1	0	0	3	4	1.833333333	1
705	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver17	01.02.20	2020	3	4	0	1	4	0	2	12
706	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver17	01.02.20	2020	4	4	0	4	0	4	2.666666667	16
707	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver17	01.02.20	2020	1	0	0	0	1	3	0.833333333	9
708	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver17	01.02.20	2020	0	2	0	1	0	1	0.666666667	10
709	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver17	01.02.20	2020	4	0	0	0	3	4	1.833333333	1
710	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver17	01.02.20	2020	3	3	0	2	3	4	2.5	2
711	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver17	01.02.20	2020	3	4	2	3	2	4	3	9
712	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver17	01.02.20	2020	0	4	1	4	4	1	2.333333333	11
713	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver17	01.02.20	2020	0	4	0	2	0	0	1	4
